id,date,location,interests,time,groupname,name,links,attendee
6c4ae91f-55a3-49c1-9683-b4b46a520ed8,2020-04-20,San-Francisco,"Technology,business",10:00:00,JavaScript and React for Beginners,JavaScript Immersive Bootcamp,https://www.meetup.com/JavaScript-and-React-nyc/events/269182876/,4 Aspiring programmers going
7f59405e-ee85-4151-9648-7a5dca192171,2020-04-20,San-Francisco,"Technology,business",10:00:00,SouthWest CMG - Performance Engineering & Capacity Planning,ONLINE: Southwest CMG – Performance & Cost Optimization,https://www.meetup.com/Southwest-Computer-Measurement-Group-SWCMG/events/269332943/,9 IT Professionals going
a653ccd8-3a6b-4bc4-a254-9df3f7d36f77,2020-04-20,San-Francisco,"Technology,business",10:00:00,Python for Data Science and Machine Learning • Washington,Online Python for Data Science Immersive,https://www.meetup.com/Python-for-Data-Science-and-Machine-Learning-Washington/events/269525914/,14 Members going
a9c448a4-009f-42b6-9ec4-243bb94811b7,2020-04-20,San-Francisco,"Technology,business",10:00:00,Python for Data Science and Machine Learning • Washington,Online Python Immersive • Start a Career with Python (1 Week Course),https://www.meetup.com/Python-for-Data-Science-and-Machine-Learning-Washington/events/269525940/,11 Members going
2be460ee-6372-438e-9a01-e963cc3d8bf6,2020-04-20,San-Francisco,"Technology,business",10:00:00,Python for Data Science and Machine Learning • Chicago,Online Python Immersive • Start a Career with Python (1 Week Course),https://www.meetup.com/Chicago-Python-Meetup/events/269606865/,3 Members going
daab5e3b-9dbb-4aee-a640-1e7b096b8b5a,2020-04-20,San-Francisco,"Technology,business",10:00:00,AWS Polska,AWSome Week 2020,https://www.meetup.com/aws-polska/events/269815876/,66 Members going
415c7473-62cd-4732-a521-87e1145e8be3,2020-04-20,San-Francisco,"Technology,business",10:00:00,Startup & Developer - IBM Israel,"Online Workshop: Kubernetes, Docker, Containers for Beginners",https://www.meetup.com/IBM-Startup-Developer-Tel-Aviv/events/269890614/,28 Members going
d3757c25-4a0a-4e8d-b02f-24a49671f4f3,2020-04-20,San-Francisco,"Technology,business",10:00:00,North Texas Academy Promoting Lean-Agile Mindsets,Lean Agile Mindset in Times of Crisis 5of5,https://www.meetup.com/North-Texas-Academy-Promoting-Lean-Agile-Mindsets/events/269894091/,3 Lean Agilist Leaders going
28869f27-c85f-463c-9e93-feab3904a064,2020-04-20,San-Francisco,"Technology,business",10:00:00,NYC Startup Community,Advice on Startup Funding and Accelerators,https://www.meetup.com/Intro-to-the-NYC-Startup-Community/events/270047576/,18 Members going
8070ef46-269c-4339-aa8a-3abc11b13883,2020-04-20,San-Francisco,"Technology,business",11:00:00,GDG-Damanhour,IWD - International Women's Day - WTM,https://www.meetup.com/GDG-Damanhour/events/268023714/,4 Members going
a53a66d1-7488-4c6f-baac-d9abac980fda,2020-04-20,San-Francisco,"Technology,business",11:00:00,"Wien Legal Tech Meetup, FutureLaw","Meet the Legal Techs of the Future-Law Digitale Initiative ""Corona""",https://www.meetup.com/Wien-Legal-Tech-FutureLaw/events/269891157/,22 Mitglieder going 14 spots left!
a77e2253-a04a-4760-b82a-a69a5c4c36bf,2020-04-20,San-Francisco,"Technology,business",11:00:00,GA Houston - Coding - Data - Design - Digital Marketing,ASK ME ANYTHING: A LIFE OF A UX DESIGNER,https://www.meetup.com/GA-Houston-Coding-Data-Design-Digital-Marketing/events/269972362/,4 Members going
0884363f-6a2d-4af6-bb1e-f98857195b37,2020-04-20,San-Francisco,"Technology,business",11:00:00,NASSCOM Pune Community Group,Accelerate the Pace of Enterprise Data Estate Modernization,https://www.meetup.com/meetup-group-zPzZQSDt/events/270022638/,4 Members going
b5f871d5-66dc-4867-ae65-da2c569ebc27,2020-04-20,San-Francisco,"Technology,business",11:00:00,Memphis Technology User Groups,Fighting It Together | Virtual Hackathon Kickoff,https://www.meetup.com/memphis-technology-user-groups/events/270029992/,8 Techies going
62d4bde7-c4e1-454e-95f0-d4e0090cfd9d,2020-04-20,San-Francisco,"Technology,business",11:15:00,Microsoft Azure Public Sector Meet-Up,Learn How Azure NetApp Files Can Accelerate Your Company’s Move to the Cloud,https://www.meetup.com/Microsoft-Azure-Public-Sector-Meet-Up/,15 Members going
826dbc19-ace1-45a9-8c38-53fe6ac95229,2020-04-20,San-Francisco,"Technology,business",11:30:00,Product School San Francisco,Product Management Live Chat by Product School CEO,https://www.meetup.com/Product-Management-San-Francisco/,5 member going
c9ef3ebf-c50f-411a-9b61-75b7d55e25d5,2020-04-20,San-Francisco,"Technology,business",11:30:00,Artificial Intelligence (AI) in Telecom,Generative Adversarial Networks - Online Only,https://www.meetup.com/Artificial-Intelligence-AI-in-Telecom/events/269503928/,33 Members going
1274dadc-ed1e-4bb4-9bf5-9a612f5328d8,2020-04-20,San-Francisco,"Technology,business",11:30:00,Large Scale Scrum (LeSS) in NYC,2 more Certified Large Scale Scrum Basics (CLB) in April,https://www.meetup.com/Large-Scale-Scrum-LeSS-in-NYC/events/269909503/,18 LeSS Adopters and Supporters going
c1739358-2281-48f6-90a8-af6f57b46bc0,2020-04-20,San-Francisco,"Technology,business",11:30:00,Colorado Springs Blockchain,Why the world needs DeFi with Alex Batlin & CryptoMondays London,https://www.meetup.com/Colorado-Springs-Blockchain/events/269971786/,4 Members going
c05eb9a2-8a45-41cd-bd8b-93b22ef4c2d8,2020-04-20,San-Francisco,"Technology,business",11:30:00,GDG Los Angeles,ONLINE: GDG Greater LA Community Lunch,https://www.meetup.com/gdg-la/events/270030695/,6 Developers going
3315a5a2-0283-444f-8530-7df4206f5ef4,2020-04-20,San-Francisco,"Technology,business",11:45:00,Agile West Michigan,The West Michigan Agile Community Meet Up,https://www.meetup.com/Agile-West-Michigan/events/vplsgrybcgbbc/,50 Members going
6c06a02a-a163-4b7c-a35e-c4305db2c178,2020-04-20,San-Francisco,"Technology,business",12:00:00,Permanent Beta,Workflowy | Show and Tell met Martijn Aslander,https://www.meetup.com/PermanentBeta/events/267510418/,3 Members going 9 spots left!
c383daf7-73f0-4a94-8e4e-43563462b1c3,2020-04-20,San-Francisco,"Technology,business",12:00:00,Advanced KubeFlow Meetup (New York),"[1 hr Free] PipelineAI, GPU, TPU, Spark, TensorFlow, Kubernetes, Kafka, Scikit",https://www.meetup.com/Advanced-KubeFlow-Meetup-New-York/events/plbjrpybcgbbc/,19 KubeFlow Experts going
0a087df9-2e70-4342-ab2f-a980e5736c91,2020-04-20,San-Francisco,"Technology,business",12:00:00,Montreal Vue.js,009 - ORGA - Présentation du nouveau site vuemontreal.org,https://www.meetup.com/Vue-js-Montreal/events/269903486/,31 Members going
21736ec7-237f-44f6-9b1f-ebb922880e43,2020-04-20,San-Francisco,"Technology,business",12:00:00,Large Scale Scrum (LeSS) in NYC,Meet Dave Snowden,https://www.meetup.com/Large-Scale-Scrum-LeSS-in-NYC/events/269918029/,123 LeSS Adopters and Supporters going
687454ba-1af6-4ae3-8dbd-6e49664c4e09,2020-04-20,San-Francisco,"Technology,business",12:00:00,Zero Knowledge Toronto,"ZK-TOR 0x03 - At Home Edition - MPC-in-the-Head, another ZK approach",https://www.meetup.com/Zero-Knowledge-Toronto/events/270030609/,6 Members going
54f9d9cb-2130-4851-af9c-1b001418c624,2020-04-20,San-Francisco,"Technology,business",12:00:00,Microsoft Reactor Stockholm,[Online session] How to set up the Growth Engine for your Startup,https://www.meetup.com/Microsoft-Reactor-Stockholm/events/270040049/,4 Members going
6eb9459a-4dbb-4fac-9186-5cdf0c990457,2020-04-20,San-Francisco,"Technology,business",12:00:00,"SAMSUNG RESEARCH, DEV and INNOVATION",Software Engineer Hiring Event - Online Townhall Meeting,https://www.meetup.com/Samsung-Devs-SanFrancisco/,3 Samsung Devs going
2f09e2c0-41e9-4783-9483-1f3f8691b3dd,2020-04-20,San-Francisco,"Technology,business",12:30:00,Agile People Management,The Learning Organisation,https://www.meetup.com/Agile-People-Management/events/266804164/,6 Members going
79e7c0d4-4193-4885-8d84-64a225d6a4ce,2020-04-20,San-Francisco,"Technology,business",12:30:00,IBM Tech@Home MEA,Advanced Threat Intel & Proper Incident Qualification using AI,https://www.meetup.com/IBM-Cloud-MEA/events/269731636/,23 Members going
eb2599d4-7a63-4ddf-8ad7-205ba1b46008,2020-04-20,San-Francisco,"Technology,business",12:30:00,IBM Developer New York,[Online] How to Build Solutions that Fight Back,https://www.meetup.com/ibmcodenyc/events/269810813/,28 Coders going
809f5fde-2ae4-4fd1-a10c-cbe595bc261b,2020-04-20,San-Francisco,"Technology,business",12:30:00,Melbourne Silicon Beach,"Online Presentation | Trade Mark Registration, what is it & why should I bother?",https://www.meetup.com/Melbourne-Silicon-Beach/events/269986006/,26 Silicon Beachers going 14 spots left!
6e28cc8e-f897-48d7-818d-8c5bc0c688bb,2020-04-20,San-Francisco,"Technology,business",12:30:00,CTOs in London,CTO's in London with Michael Anderson: Leading your Team Through this Crisis.,https://www.meetup.com/CTOsinLondon/events/270040066/,60 Leaders in Tech going
3d57c4a5-92b0-4a95-8314-5f0e97278079,2020-04-20,San-Francisco,"Technology,business",12:30:00,IBM Cloud - New York,How To Build Your Business on IBM Cloud - Containers,https://www.meetup.com/IBM-Cloud-New-York/events/270051258/,5 Cloud Enthusiasts going
49f8d9dc-86db-4c82-890c-7e24a9007db2,2020-04-20,San-Francisco,"Technology,business",13:00:00,Miami Blockchain Society,"BlokTech x Longevity Genes: Blockchain, Aging, Supplements",https://www.meetup.com/Miami-Blockchain-Society/events/268289011/,9 Blockchainers going
ad500287-64e0-4d50-9fb0-2557fb8d594e,2020-04-20,San-Francisco,"Technology,business",13:00:00,IBM Developer Egypt,Webinar (Arabic): Deploy a Python App Using Red Hat OpenShift,https://www.meetup.com/IBM-Developer-Egypt/events/269601399/,14 Members going
ccffd35e-312c-4dc2-9656-167e96c3a2a6,2020-04-20,San-Francisco,"Technology,business",13:00:00,Connecticut BigData Group,#AI Predictive Analytic Automation tools ONLINE FREE EVENT | IBM,https://www.meetup.com/West-Haven-New-England-BigData-Group/events/269918777/,9 Members going 11 spots left!
8237c7e3-f0f1-4a3b-b561-80d0ba3c7a29,2020-04-20,San-Francisco,"Technology,business",13:00:00,London Business Analytics Group,Creating Shape Maps in Power BI (Option 1),https://www.meetup.com/London-Business-Analytics-Group/events/269948633/,82 members going
ce63cc13-edb7-4dd0-b436-f4602d29c11d,2020-04-20,San-Francisco,"Technology,business",13:00:00,Lisk Center Utrecht: Blockchain Meetup,CATCH UP | LCU Community Project | Digital Identity SSI,https://www.meetup.com/LiskCenterUtrecht/events/270039185/,5 Members going
dd0e6547-0f1c-43fd-b45e-616090d814ae,2020-04-20,San-Francisco,"Technology,business",13:00:00,Microsoft BI & Power BI User Group - Finland,Coffee Break: Microsoft BI/Data Platform online session (15 minutes),https://www.meetup.com/Microsoft-BI-Power-BI-User-Group-Finland/events/vtlvmrybcgbbc/,7 Members going
8a7b349c-cebc-48bb-a684-4fe885ac679e,2020-04-20,San-Francisco,"Technology,business",13:00:00,Deep Reinforcement Learning (Silicon Valley),Certificate Program in Deep Reinforcement Learning (Online) - Session 1,https://www.meetup.com/Deep-Reinforcement-Learning-Silicon-Valley/events/270049092/,3 Members going
f797feb1-52b6-45b4-b20e-6f53b19d9428,2020-04-20,San-Francisco,"Technology,business",13:15:00,The Kiln,Oh Sh*t it's Monday!',https://www.meetup.com/the-kiln/events/zgbjjrybcgbbc/,3 Members going
c49da559-f0db-4899-bdf7-ee4b3ccf9801,2020-04-20,San-Francisco,"Technology,business",14:00:00,IBM Tech@Home MEA,IBM BPM Low Code Development,https://www.meetup.com/IBM-Cloud-MEA/events/269744876/,23 Members going
62329ae9-9487-4f11-93a6-07860e780bde,2020-04-20,San-Francisco,"Technology,business",14:00:00,Startup Florence Oregon Coast,Startup Sales & Marketing Tips,https://www.meetup.com/Startup-Florence-Oregon-Coast/events/269862307/,4 Entrepreneurs going
ebb33d96-a775-4138-84b6-481fc489068c,2020-04-20,San-Francisco,"Technology,business",14:00:00,API Banking Frankfurt,Forward and Reverse,https://www.meetup.com/API-Banking-Frankfurt/events/269932583/,27 Members going
5715aefc-eb55-4d32-b55c-6e6f3d824daf,2020-04-20,San-Francisco,"Technology,business",14:00:00,SAS User Group UK & Ireland,SAS UK User Webinar Series -Python integration using SWAT & other tips...,https://www.meetup.com/SUGUKI/events/269959367/,17 SAS Users going
a478698b-b94c-4668-966d-3598438b1861,2020-04-20,San-Francisco,"Technology,business",14:00:00,Agile atelier,Learn using Mural for online workshops - Part 1: Navigate - Add & format content,https://www.meetup.com/Agile-atelier/events/270028883/,7 Agilist(s) going
10fff393-d9dc-436b-a6fd-03619144c763,2020-04-20,San-Francisco,"Technology,business",14:00:00,Product Management Job Hunters San Francisco,How to Break Into Product Management Without Prior Experience - Webinar,https://www.meetup.com/Product-Management-Interview-Club-SF/events/270041366/,4 Members going
36db67c3-a6a4-4c9f-8a8c-a9bc2067687a,2020-04-20,San-Francisco,"Technology,business",14:00:00,Master of Storage,Storage Insights Pro Introduction and Use Cases,https://www.meetup.com/MasterOfStorage/events/270047480/,24 Members going
2e332631-4775-435d-b716-7ea6ecf6bdba,2020-04-20,San-Francisco,"Technology,business",15:00:00,Office 365 & SharePoint User Group Finland #SPUGFI #TEAMSFI,Teams Community Finland 20.4. Online tapaaminen #TeamsFi,https://www.meetup.com/spugfi/events/268374917/,35 Members going
a968b129-f213-4509-903a-21363577e693,2020-04-20,San-Francisco,"Technology,business",15:00:00,Haifa WordPress Meetup Group,[Webinar] Haifa Volunteer WordPress Help Desk,https://www.meetup.com/Haifa-WordPress-Meetup-Group/events/twdsqrybcgbbc/,16 Members going
2088f343-c003-4cc4-be26-5961a0a974c4,2020-04-20,San-Francisco,"Technology,business",15:00:00,Ethical and Trustworthy AI for Business,Ethical and Trustworthy AI in Finance,https://www.meetup.com/Trustworthy-AI-for-Business/events/269207604/,29 Members going
e1c117bf-5b9e-444e-92fd-08f2299ff35d,2020-04-20,San-Francisco,"Technology,business",15:00:00,Scrum Professionals,Office Hours With Chris Sims,https://www.meetup.com/ScrumProfessionals/events/269920155/,9 scrum professionals going
fae7c7b9-8da5-4081-b883-5c64ccef836d,2020-04-20,San-Francisco,"Technology,business",15:00:00,Scrumvival Poznań,Ogarnięty Scrum Master - czyli jak przygotować się do zdarzeń Scrum?,https://www.meetup.com/scrumvival-poznan/events/269926173/,2 Scrummers going
863346f7-2355-423a-af95-ca093ade01d7,2020-04-20,San-Francisco,"Technology,business",15:00:00,CPHUX,CPHUX Webinar // How to make a oneliner which describes you best,https://www.meetup.com/CPHUXofficial/events/270039997/,3 UX community member going
9add1c75-e8aa-40fe-9c69-990ffb9f4072,2020-04-20,San-Francisco,"Technology,business",15:00:00,UX Design et Marketing Digital,Initiation au Design Thinking - atelier à distance,https://www.meetup.com/Design-Thinking-Innovation/events/270041494/,4 innovateurs going
8de71abd-6cc0-4bcd-aee1-4b729b9ee316,2020-04-20,San-Francisco,"Technology,business",15:00:00,Fast Forward Design Thinking Hub SãoPaulo,[curso online] Design Thinking em tempos de isolamento social,https://www.meetup.com/Fast-Forward-Design-Thinking-Hub-SaoPaulo/events/270060685/,12 Sprinters going 4 spots left!
157399f2-46a2-4b97-ae33-c2729b5c0c32,2020-04-20,San-Francisco,"Technology,business",15:30:00,Product School San Francisco,Webinar: Thinking Raw by Expedia Group Global PM,https://www.meetup.com/Product-Management-San-Francisco/,8 member going
7183b1f2-0b8a-4024-8d16-5065b3413bad,2020-04-21,San-Francisco,"Technology,business",09:00:00,Microsoft Reactor San Francisco,Online Workshop: Meet the Azure Leaders series – Azure Linux VMs and Workloads,https://www.meetup.com/Microsoft-Reactor-San-Francisco/events/269614539/,4 Members going
92520a3a-7a14-4cea-a818-de0aa5ade989,2020-04-21,San-Francisco,"Technology,business",09:00:00,Metis: San Francisco Data Science,Metis Corporate Training Series: Intro to Python Pt. 3,https://www.meetup.com/Metis-San-Francisco-Data-Science/events/269843902/,11 Aspiring Data Scientists going
42b66f45-7c09-4675-a6f2-01f9c3d54762,2020-04-21,San-Francisco,"Technology,business",09:00:00,Bay Area Computer Vision & Deep Learning Meetup,AWS Machine learning SuperPowers,https://www.meetup.com/Bay-area-computer-vision-and-deep-learning-meet-up/events/269900477/,20 Members going
6d9aa05d-55f7-4578-8e93-733f47e8593c,2020-04-21,San-Francisco,"Technology,business",09:00:00,Mountain View Kubernetes Meetup,ONLINE EVENT: Making the Most of Helm 3 with Codefresh,https://www.meetup.com/Mountain-View-Kubernetes-Meetup/events/269937988/,21 Kubernauts going
b85f0d05-2e70-4a81-8f9c-22a89e10da82,2020-04-21,San-Francisco,"Technology,business",09:00:00,Silicon Valley Entrepreneurs & Startups - SVE,F50 Elevate Open House: Startup as usual #NewNormal,https://www.meetup.com/sventrepreneurs/events/269993540/,"21 Founders,Entrepreneurs,Investors going"
04cb0257-28b8-4497-859d-52ac4793f031,2020-04-21,San-Francisco,"Technology,business",09:00:00,Stanford High Performance Computing and Emerging Technology,Stanford HPC-AI Advisory Council Conference ~ a virtual experience,https://www.meetup.com/Stanford-High-Performance-Computing-and-Emerging-Technology/events/270051567/,13 HPC Enthusiasts going
09004fca-b5a1-4c3e-9790-8074cb3ccf36,2020-04-21,San-Francisco,"Technology,business",09:00:00,San Jose Coding Bootcamp,"JavaScript Remote Study, San Jose Coding Bootcamp",https://www.meetup.com/San-Jose-C0D3/events/phtpqrybcgbcc/,4 Members going
2d503045-a156-4b8b-af35-1ed7f9f96986,2020-04-21,San-Francisco,"Technology,business",09:30:00,The Founder Club SV/SF,COVID-19 @ F50 Global Insights: Elevating HealthTech Innovation on Zoom Youtube,https://www.meetup.com/Founder/events/kqngrrybcgbcc/,5 Founders going
8ab03333-5910-481f-95ce-32cdcb6000f1,2020-04-21,San-Francisco,"Technology,business",10:00:00,Weave Online User Group,GitOps powered management for multi-cluster Kubernetes across any cloud,https://www.meetup.com/Weave-User-Group/events/269217604/,68 Weave Users going
ce08128f-1354-479e-ab01-0866fc5cacbf,2020-04-21,San-Francisco,"Technology,business",10:00:00,VR/AR Association - Silicon Valley Chapter,Smartglasses: How and when they will replace our smart phones and smart watches,https://www.meetup.com/VR-AR-Association-Silicon-Valley/events/269946972/,20 Members going
37ec0ff9-c2af-494a-9607-bd0398e986d8,2020-04-21,San-Francisco,"Technology,business",11:00:00,Lifograph San Francisco Business Networking,NEEDS & LEADS - Lifograph Online Networking & Business Matching ($5/ticket),https://www.meetup.com/lifograph-san-francisco/events/269797980/,9 Professionals going
ba9457aa-3884-4aa4-98ec-9e3bb132f644,2020-04-21,San-Francisco,"Technology,business",11:00:00,NADOG Silicon Valley,DOGCAST! - Digital Transformation - Stage 3,https://www.meetup.com/NADOG-SiliconValley/,5 Members going
a20c63be-d291-48a2-a11c-7c2400de7160,2020-04-21,San-Francisco,"Technology,business",11:30:00,Product School Silicon Valley,Product Management Live Chat by Amazon Web Services Senior PM,https://www.meetup.com/productmanagementSV/events/268114773/,9 Aspiring Product Managers going
68c70db3-a59e-475a-b4dd-315ea7ee8eef,2020-04-21,San-Francisco,"Technology,business",11:30:00,Product School San Francisco,Webinar: How to Apply PM Principles to Your Life by Fitbit Sr PM,https://www.meetup.com/Product-Management-San-Francisco/,20 member going
2b3f53ed-ffb3-4d06-9d10-597334769fdd,2020-04-21,San-Francisco,"Technology,business",12:00:00,SF Bay Area Game Jamming & Game Design,***VIRTUAL*** MADE Coworking,https://www.meetup.com/SF-Bay-Area-Game-Jamming-Game-Design/events/pgmhcqybcgbcc/,3 Jammers going
59135966-5dab-4947-9758-52d95649b8d1,2020-04-21,San-Francisco,"Technology,business",15:00:00,"Flatiron School SF | Coding, Data Science, UX/UI Design",[Webinar] Future Focus: Learning at Any Age,https://www.meetup.com/Flatiron-School-Bay-Area-San-Francisco/events/269406720/,3 Members going
2193bb20-bdc7-4e6b-8c6c-a304416c0fa5,2020-04-21,San-Francisco,"Technology,business",15:30:00,Product School San Francisco,Webinar: Growth Optimization: Metrics & Frameworks by MasterClass Sr PM,https://www.meetup.com/Product-Management-San-Francisco/,20 member going
cd8795ea-d761-4725-ab4c-349cefd3143c,2020-04-21,San-Francisco,"Technology,business",15:30:00,Build With Code - San Francisco,Web Development Fundamentals: HTML & CSS (Remote Only),https://www.meetup.com/build-with-code-SF/events/270048967/,5 Members going
ddfee2c7-5328-4a28-ae3a-c1ea59bec013,2020-04-21,San-Francisco,"Technology,business",16:00:00,Microsoft Reactor San Francisco,Online Workshop - Overview of Django,https://www.meetup.com/Microsoft-Reactor-San-Francisco/events/269894753/,14 Members going
75b70f43-65aa-4fbd-b9b5-f7d6ddc42b2b,2020-04-21,San-Francisco,"Technology,business",16:00:00,Bay Area Apache Kafka® Meetup,A Kafkaesque Raft Protocol (and other KIP-500 updates),https://www.meetup.com/KafkaBayArea/events/270053856/,65 Kafkateers going
cef08bee-655e-402e-9fd1-6b5db0946e33,2020-04-21,San-Francisco,"Technology,business",17:00:00,Land your dream job in tech,Webinar: Coronavirus and your job search,https://www.meetup.com/Land-your-dream-job-in-tech/events/269974275/,38 Members going
fcd069a4-1321-4140-83ed-e732569624f0,2020-04-21,San-Francisco,"Technology,business",17:30:00,Grakn Bay Area Engineers,Introduction to Knowledge Graphs with Grakn and Graql,https://www.meetup.com/grakn-bay-area/events/270062143/,5 Grakn Engineers going
8ab3c9cc-2f6d-42b1-84aa-0cbff2968606,2020-04-21,San-Francisco,"Technology,business",18:00:00,Silicon Valley Health 2.0,"SVHealth Monthly Meetup – Networking, StartUps and Keynote",https://www.meetup.com/SVHealth/events/ndknjrybcgbcc/,10 Members going
